Id,SalePrice
1461,122769.32632840039
1462,159342.17976413362
1463,180044.81376040218
1464,198449.68338523206
1465,198060.84872354477
1466,174799.66475310602
1467,173621.34528329258
1468,165396.64317965077
1469,180769.027766274
1470,119229.66068760588
1471,194645.21781341644
1472,97292.17051086249
1473,98986.99551594089
1474,147825.37383933365
1475,115389.91174130226
1476,360060.8847902845
1477,246261.47204786757
1478,280529.81064079487
1479,271208.0462775709
1480,506143.60025646724
1481,325729.1489986175
1482,210060.5771726691
1483,175651.10658551127
1484,162838.2816299909
1485,180254.96481694237
1486,193492.31280962055
1487,323466.5948050701
1488,235182.36411228418
1489,191866.4510438324
1490,229617.5791228346
1491,193010.88975970843
1492,93428.9755167468
1493,175756.1361806365
1494,293884.11802487966
1495,288915.27749084745
1496,232519.73881659552
1497,179356.43388149506
1498,169738.97932486245
1499,159700.1862061065
1500,159659.7689999194
1501,178652.55007887806
1502,145380.11511926886
1503,277103.5226974516
1504,243357.20635369158
1505,227809.608340093
1506,188964.91558620246
1507,256150.09971520744
1508,198005.96131667861
1509,162837.66858239815
1510,145013.1950713607
1511,151917.48054758023
1512,173000.4614042053
1513,141134.2642829746
1514,149613.44537229557
1515,193871.19800471334
1516,152989.5816261736
1517,160054.56867747643
1518,131772.33306053077
1519,212032.21104675683
1520,132022.99466604734
1521,136431.59094235153
1522,178626.27478823432
1523,113778.0576957298
1524,126526.00287782174
1525,124498.15788222293
1526,114170.63015026451
1527,105957.88589738106
1528,138079.4876470665
1529,151567.1190233106
1530,183477.63197965157
1531,111240.20188988224
1532,95081.57956685539
1533,149006.58747275342
1534,123003.81902347901
1535,145480.54761107144
1536,106760.06596634041
1537,53832.797513666745
1538,156384.868435513
1539,193487.77406126447
1540,87231.78509353807
1541,140448.20997838135
1542,139268.5825005127
1543,198413.84432374575
1544,83107.26720381287
1545,114608.88617422638
1546,130729.3761627387
1547,139355.67478616413
1548,133742.040539372
1549,122166.73999700212
1550,132348.3980481634
1551,104402.69840603882
1552,137488.0293760801
1553,147798.33883580822
1554,121652.88442328433
1555,159653.51900517408
1556,84297.33366706833
1557,106700.10663384381
1558,101827.86317757274
1559,73974.42119337167
1560,126257.98076667669
1561,125762.13316814194
1562,126333.46127463036
1563,121845.50071965897
1564,157825.64210015416
1565,144231.99610735854
1566,230776.60101087304
1567,72703.55163765392
1568,238750.2196450486
1569,130660.05812889856
1570,139954.36860956874
1571,121845.15936259815
1572,144553.83212430836
1573,234535.98430546836
1574,108074.84727194846
1575,226862.25839966023
1576,245544.41707376635
1577,175609.7489733239
1578,143744.40490300066
1579,144874.4777730548
1580,192024.3021512715
1581,151164.00852643905
1582,125569.2629085017
1583,313619.0817303477
1584,223597.40217909287
1585,139316.94094973383
1586,70048.61808862523
1587,103929.28614520494
1588,152270.04970296487
1589,92703.32896670367
1590,135074.23738960322
1591,98841.73618689948
1592,113659.91989560165
1593,124088.90113634068
1594,124440.38861687227
1595,108630.17361419371
1596,226441.4413830531
1597,189953.9109552295
1598,220249.5432796342
1599,159813.48423610136
1600,155186.15172656678
1601,59088.541872057394
1602,116691.66804394344
1603,81022.95204004808
1604,260099.6825331676
1605,247570.6000388699
1606,168832.16427461588
1607,177189.0546375981
1608,209614.36863046756
1609,176362.52536812235
1610,148067.55893145013
1611,136470.8680846847
1612,165307.34694185882
1613,161257.21924967016
1614,128359.64677810302
1615,91694.55979490394
1616,80140.52724042123
1617,93831.45235059503
1618,127436.03389420692
1619,136995.9802605618
1620,128363.8480674391
1621,138515.4892778094
1622,140228.79273826984
1623,273298.50171097234
1624,219063.4918053485
1625,122430.47197844478
1626,168864.07373234624
1627,193452.4608763868
1628,280907.02432704985
1629,174063.60557829472
1630,359420.2943136666
1631,224137.08345121483
1632,245488.97251487168
1633,166963.29049840244
1634,184067.10948049542
1635,179612.49686497333
1636,153826.02076847202
1637,193915.97847805583
1638,184608.45763072005
1639,181698.69271264446
1640,258429.4854714026
1641,177236.72637270926
1642,240097.7652501455
1643,219571.50687812548
1644,234618.34998099887
1645,195578.7052653902
1646,160710.72574979972
1647,156848.07567983912
1648,126172.12090728575
1649,141344.9925496784
1650,110267.67537882141
1651,117774.4649379693
1652,99684.5989697656
1653,102945.05487257398
1654,143827.65923592335
1655,138248.55122979928
1656,141709.06696331737
1657,145701.9671629439
1658,144569.39025812142
1659,121232.93799829719
1660,148039.25006479758
1661,445964.83343142836
1662,409847.59882432246
1663,382278.88238465117
1664,532482.0199859035
1665,303077.37578151555
1666,322245.0500015557
1667,387220.547181008
1668,338788.0155179594
1669,295048.9632637184
1670,338345.4657962469
1671,261443.5405596046
1672,450795.0855748106
1673,293421.12589696806
1674,243212.11798577296
1675,194767.28563543753
1676,197140.91696656207
1677,216872.9484636194
1678,493281.23302961
1679,384779.20705448184
1680,327888.028647775
1681,235137.90694084036
1682,301930.19487405254
1683,183982.41431838972
1684,170139.12600849607
1685,172400.99315994632
1686,169943.61047448582
1687,166644.16910181456
1688,188418.7097713907
1689,192356.1904566241
1690,194484.58002375957
1691,184590.72742021445
1692,257774.4417386428
1693,165121.41349872752
1694,184751.9056515051
1695,163655.4788508436
1696,275415.21368689556
1697,169308.58652939068
1698,343953.523358554
1699,319297.24516957457
1700,247556.80499280943
1701,266466.4672175579
1702,242899.78322284966
1703,236231.34541042702
1704,284429.22827766323
1705,226248.06038757006
1706,437572.89693838346
1707,202599.05037598
1708,199754.38268321496
1709,279199.9209899846
1710,225232.29091369838
1711,264523.33449492126
1712,252559.99458859803
1713,269288.4628390276
1714,226671.4211470656
1715,207543.6849708805
1716,183530.15998865105
1717,172819.88535168776
1718,132203.2165710982
1719,203021.67428079725
1720,241953.08958598977
1721,162071.0451149608
1722,122994.01233624344
1723,152342.45505500247
1724,199611.59797990252
1725,242083.3775021016
1726,189543.56418155634
1727,152474.39143466335
1728,177333.85669877857
1729,161237.9781947281
1730,146526.23952981684
1731,119725.16540971302
1732,133082.61535110456
1733,113864.01900182167
1734,122763.33878088804
1735,126749.46373479352
1736,111504.08640680804
1737,314914.5750687417
1738,236763.94336958133
1739,249963.07000355382
1740,218755.1103946008
1741,191933.24727202806
1742,174644.60544439525
1743,176917.7780360238
1744,328740.99534561683
1745,213396.06774021385
1746,178727.60913959233
1747,218487.53839783857
1748,228239.6754722867
1749,142565.78139113873
1750,125519.29331062731
1751,246587.75571914576
1752,117095.56552694338
1753,143035.06489328045
1754,195481.52953159684
1755,170489.08183214493
1756,126677.11502985633
1757,121176.01453297606
1758,148831.62627483625
1759,161790.4313234565
1760,160549.67944825804
1761,143511.76071515438
1762,174692.0827632412
1763,182211.97639284603
1764,116590.99699710694
1765,173511.61074032317
1766,190065.48131357168
1767,218129.55205672528
1768,145591.3681604028
1769,171927.63267073175
1770,151760.1054278086
1771,119888.83453520644
1772,136604.01208157727
1773,128514.766540215
1774,134285.98247599255
1775,142891.88070129504
1776,129754.74670320324
1777,109740.36672173248
1778,138880.03936853437
1779,120727.84572915864
1780,175050.51974635967
1781,126910.01111807044
1782,86831.49324514875
1783,143933.81887036623
1784,110484.42141673043
1785,122540.13208318679
1786,148703.77595725775
1787,165842.37770637326
1788,55748.97238853916
1789,100388.12675410954
1790,80481.25862143043
1791,183078.5818716166
1792,161323.34088728888
1793,129375.12123247849
1794,150124.6566384331
1795,139208.42855875718
1796,127913.20545004627
1797,110324.76372267648
1798,122252.29998452314
1799,116581.12597941884
1800,130600.9162231684
1801,130014.03389299603
1802,131330.75957433417
1803,147811.5938594457
1804,137925.3517673566
1805,136433.64798262913
1806,126262.61481039392
1807,131043.90366441174
1808,118121.71501728284
1809,121711.52415412472
1810,135759.44127119184
1811,86633.79068429655
1812,96538.58890823173
1813,123555.3717837286
1814,94321.916517698
1815,52763.54211502566
1816,97816.55821950987
1817,103933.46114559117
1818,149323.33077588872
1819,129902.06780785107
1820,62714.19609439178
1821,113798.06506185033
1822,151961.5687446945
1823,49687.0039716773
1824,127902.25728768914
1825,138420.60726475884
1826,106591.82065285779
1827,100606.87071623857
1828,134675.42565811024
1829,114788.86987228028
1830,144367.0630170422
1831,150122.651762059
1832,72076.90577907856
1833,136408.94303260287
1834,123242.51608620999
1835,121457.90828468525
1836,129096.92691777898
1837,88011.00191418047
1838,130087.55705555677
1839,102367.03984956782
1840,140572.09457010025
1841,135430.8121345358
1842,88837.64386393901
1843,129233.68262892758
1844,134215.11746755982
1845,139943.19994799
1846,154385.58218428591
1847,164830.03756471258
1848,56697.175873779146
1849,115012.06648506217
1850,117552.14929624669
1851,158349.9728669948
1852,125499.26972542904
1853,129556.8536840532
1854,159939.68790595487
1855,145185.3677976277
1856,228358.47418632003
1857,145285.4791736759
1858,130609.45498990497
1859,115447.3080521318
1860,149625.82954254444
1861,116005.71805265959
1862,302911.29774587805
1863,286334.88569274906
1864,286427.2514670797
1865,338634.0602529478
1866,326373.1407736259
1867,226639.0914721563
1868,288268.09337621566
1869,205002.04920512013
1870,224077.76141493316
1871,245560.99800114872
1872,172545.04328639503
1873,250024.49636222294
1874,151270.8698872282
1875,197511.78975360718
1876,197485.89236521506
1877,210982.37901748993
1878,204969.0132906839
1879,129385.84584766517
1880,127926.71843906361
1881,247863.55143349036
1882,252185.41944624565
1883,184692.6187567123
1884,207150.06048760295
1885,245548.60721869633
1886,283811.6174919988
1887,216107.4855574335
1888,273492.23421467136
1889,168184.28913638907
1890,120035.3227342113
1891,131661.4154605138
1892,99941.37723473976
1893,133457.2660711023
1894,129049.62590380447
1895,137799.3449342693
1896,127270.55168350585
1897,118645.21545025954
1898,116010.26994325938
1899,159887.2923410688
1900,157586.60921681795
1901,167121.53867145066
1902,155187.9738339001
1903,221377.18633557422
1904,140361.27784753108
1905,209201.08853414853
1906,147374.74045866053
1907,218637.74308379213
1908,109490.22609261185
1909,131676.43680103178
1910,119534.57207931252
1911,209381.45902470153
1912,343731.69294607843
1913,141547.4754033419
1914,65983.22500087199
1915,304978.23996187584
1916,66759.97577427658
1917,248773.06226298842
1918,142025.66698348525
1919,174998.9872073757
1920,149887.40377288105
1921,389162.1828637905
1922,311456.65771742957
1923,220816.28965837328
1924,228439.8886603131
1925,193759.74393181523
1926,383860.2930768417
1927,132105.78206341856
1928,146961.62831541797
1929,124500.64571966245
1930,130626.34917450337
1931,142254.07322200428
1932,141812.0787596082
1933,174778.40866094918
1934,182339.40254535785
1935,172540.1714670392
1936,194656.45650407666
1937,182142.12233656697
1938,166256.2040462783
1939,244178.19992957189
1940,196102.82648834743
1941,171342.836502386
1942,187540.3735388042
1943,206479.3071349288
1944,352795.33959662874
1945,388339.43017061875
1946,128240.10963596145
1947,308559.91088646057
1948,175031.12098157592
1949,252087.34753023327
1950,186086.08625393827
1951,258827.8655079128
1952,216880.2746938654
1953,169656.02328385558
1954,181668.3486857036
1955,134509.57013165168
1956,327872.5111970209
1957,152715.37630554277
1958,311132.828715813
1959,145604.74659817584
1960,112141.20284603894
1961,123794.67608350061
1962,99179.3651667946
1963,107425.63374471795
1964,109403.03986569535
1965,144917.22338797455
1966,136038.1698994208
1967,285880.2493142914
1968,417375.64212686854
1969,380745.80324017646
1970,422658.6689939967
1971,484953.482947591
1972,378314.3843829287
1973,260605.14105970733
1974,324194.2719985172
1975,559944.5975420156
1976,270809.9712155308
1977,346511.4606197
1978,349964.91594240186
1979,327180.4633170825
1980,201498.99213923825
1981,341128.0041800753
1982,219160.14395413315
1983,201222.68799325955
1984,167050.7329705403
1985,224487.05808581752
1986,208254.93951890687
1987,178567.71401193028
1988,173817.9791722575
1989,191264.7553671078
1990,210062.7593981337
1991,232092.93443146447
1992,215417.9911635045
1993,166751.1915191816
1994,233410.50744931772
1995,186071.18196909848
1996,236213.92223155437
1997,305513.64953992405
1998,325079.55764318135
1999,257338.15644616756
2000,323495.4677799916
2001,269103.4528960258
2002,229653.9794878983
2003,257501.15178526798
2004,283368.80188620184
2005,213029.66052698076
2006,220831.3070181486
2007,254576.0365333029
2008,217013.0113015608
2009,196562.11642502775
2010,194188.16360115475
2011,136948.86034159735
2012,169707.58659911994
2013,180419.9343309397
2014,187110.55219239416
2015,206794.7424574219
2016,190120.4504446306
2017,199279.02592169336
2018,118739.9411629348
2019,130953.42026167078
2020,104300.93196187975
2021,100514.73136152778
2022,181648.5063396764
2023,141298.2383106025
2024,250978.72920267202
2025,372455.687732953
2026,178625.9029413344
2027,161018.6385238471
2028,148571.4512354732
2029,171261.01731423227
2030,277586.3924311736
2031,236220.5443157369
2032,252913.5986370034
2033,265630.61873355723
2034,176586.22117243742
2035,221601.85505424056
2036,198367.8660114563
2037,208716.7707349523
2038,324115.36584947887
2039,224012.86979025282
2040,288646.5282166962
2041,281421.2239204802
2042,206050.04772882327
2043,181178.84464966776
2044,167410.917644207
2045,214562.0909790314
2046,149152.16223936353
2047,144090.01923121102
2048,139560.36273958356
2049,142132.8281201069
2050,178883.2982098095
2051,105145.95037580314
2052,122919.47041854875
2053,145208.24843451433
2054,96210.3875096965
2055,151724.80860128402
2056,146727.56034471962
2057,115973.39540759468
2058,214971.5220391639
2059,135261.17755459485
2060,173193.16959942202
2061,180021.50297728696
2062,132611.2316804682
2063,124680.13066116032
2064,145062.8860981019
2065,121736.81004380636
2066,162380.4010722327
2067,109803.7304696663
2068,145618.9495885333
2069,86752.87802490988
2070,121997.785293594
2071,95938.40136182505
2072,129836.16739301229
2073,135855.13793324557
2074,182208.3791374635
2075,149631.63715765852
2076,119829.01145349341
2077,160833.70607077473
2078,124811.1895464313
2079,131146.0374222277
2080,120576.17504536046
2081,127689.41981447884
2082,119783.7689967661
2083,143538.95988059725
2084,115140.61898002232
2085,116334.77500319135
2086,102255.8349124126
2087,120834.09290747618
2088,98200.04011482853
2089,80130.80183482032
2090,124571.52122994878
2091,109690.0107066145
2092,119981.74352749475
2093,110805.93177729301
2094,105716.73475530955
2095,150208.6349690141
2096,80954.63946801638
2097,102081.87015139958
2098,140021.58800466452
2099,53268.78294456067
2100,75224.25249893713
2101,106714.45821165954
2102,126061.29744317482
2103,104190.03781866288
2104,142621.72704041854
2105,126585.50826386295
2106,56500.917297239284
2107,201736.27171200287
2108,114283.60394980355
2109,109845.36424704145
2110,128293.88252173053
2111,137401.81810461485
2112,135856.48579770103
2113,122336.8061114077
2114,121763.34852150746
2115,162965.0736940947
2116,115814.00594688483
2117,147702.74989196184
2118,125909.27603975334
2119,114639.4279401744
2120,118321.17819780333
2121,91467.10168601462
2122,116045.76583553539
2123,85331.41155049462
2124,158684.85485723868
2125,119687.2817869279
2126,143873.1148952059
2127,159531.91662936477
2128,122767.60626766547
2129,91969.16912461471
2130,134484.00374950987
2131,145058.3685350169
2132,115109.09824113204
2133,122950.23055090048
2134,119201.37477518049
2135,95038.17246904367
2136,79542.60214004642
2137,109249.17441027916
2138,136969.84958489626
2139,149730.45710899652
2140,136174.69385805726
2141,149104.70039193577
2142,126235.61917694425
2143,141967.99913310944
2144,125715.07942660853
2145,138762.74620277394
2146,174164.13310105132
2147,138089.86423364768
2148,138324.89491677054
2149,149489.86013183696
2150,228592.38032065355
2151,116216.35858240213
2152,158478.8296949534
2153,165610.905799485
2154,105219.24076246147
2155,141788.71014340472
2156,262763.15400885296
2157,236080.4030301051
2158,237068.49870503895
2159,212818.93999855084
2160,179967.79257366966
2161,245981.7614692421
2162,431034.8667310716
2163,355273.696594667
2164,254516.7621114048
2165,199515.49182333465
2166,155184.13838484234
2167,226077.45994511025
2168,198456.08852854476
2169,196344.4762922193
2170,217933.5267433719
2171,153379.80853184636
2172,126974.43625088676
2173,167731.00812570023
2174,226977.83325524966
2175,303223.9272401695
2176,308474.18098358694
2177,239740.25131300447
2178,213073.0589933747
2179,137091.09781667514
2180,205758.63993496954
2181,192520.88442980597
2182,223937.71719242222
2183,189613.34978714492
2184,117742.12534691364
2185,123362.10452000119
2186,141060.44020343263
2187,151837.44242785958
2188,152493.40140873284
2189,257621.01946618274
2190,81252.13896093774
2191,83108.48176155126
2192,90707.72364986129
2193,109060.66851527711
2194,104211.20085812411
2195,111285.8400097595
2196,100980.66998023546
2197,116166.9111165549
2198,161390.5992612554
2199,176891.28535848064
2200,149243.28412024034
2201,148947.52035023418
2202,216156.28093049978
2203,131476.66100882838
2204,185076.97609147517
2205,120844.36987805527
2206,144771.1849693275
2207,213522.32889514038
2208,273775.18125475856
2209,234800.67161743378
2210,116425.81307641545
2211,113539.89192463468
2212,120339.7100298001
2213,105418.88774387297
2214,126287.6851366446
2215,101579.37549573451
2216,140495.9829478469
2217,60744.1824521384
2218,81665.40922654996
2219,73490.91432824558
2220,77757.10856140022
2221,304782.5954539315
2222,267158.94530666264
2223,288131.40350952395
2224,211597.04655894154
2225,119774.08409012965
2226,185976.244187374
2227,196302.4799005055
2228,260735.033861758
2229,259279.6092469663
2230,150344.45259560045
2231,213100.1668145116
2232,168340.45348882888
2233,179436.45539206287
2234,236637.9946295863
2235,214821.71693631937
2236,265032.1890496911
2237,325889.85712305276
2238,196521.92366930656
2239,105461.5431424145
2240,156208.70211385415
2241,157296.2149516203
2242,123223.68455821872
2243,127313.42336325135
2244,104019.93812619321
2245,102146.07335246813
2246,141221.9573760102
2247,109137.56452288252
2248,122948.80509741207
2249,119075.43377580862
2250,129276.10800965599
2251,98608.18235861917
2252,179185.74715913535
2253,154153.54312652943
2254,176141.08813797464
2255,183917.92459193565
2256,174788.81373455538
2257,204298.0341388053
2258,163356.42078346293
2259,177061.59499618816
2260,152845.29739242035
2261,182258.21317316053
2262,206052.27889642335
2263,366256.858362568
2264,562989.5058517875
2265,161834.1262307861
2266,291204.58072299446
2267,369162.1914682359
2268,429907.3156452535
2269,142316.29369438643
2270,189401.74444528527
2271,221768.33321120963
2272,196575.1017216667
2273,161094.84164980653
2274,178761.26598594227
2275,155716.13972438738
2276,195375.74777423334
2277,182012.155053952
2278,146705.43648034413
2279,122347.1929767387
2280,119895.10231445533
2281,169573.41711874056
2282,189210.82394975296
2283,107164.58862785954
